NS ID/Inst,Start Time,End Time,On Time [s],Eff Exp [s],Livetime [%],XC [S/C],YC [S/C]
"nu20511101001/FPMA","25-Apr-19 22:10:47","25-Apr-19 22:11:35","  49.00","  45.05"," 91.94"," -908","  994"
"nu20511101001/FPMB","25-Apr-19 22:10:47","25-Apr-19 22:11:35","  49.00","  44.65"," 91.12"," -814"," 1053"
"nu20511102001/FPMA","25-Apr-19 22:12:21","25-Apr-19 22:14:03"," 103.00","  93.32"," 90.60"," -514","  920"
"nu20511102001/FPMB","25-Apr-19 22:12:21","25-Apr-19 22:14:03"," 103.00","  92.68"," 89.98"," -426"," 1006"
"nu20511103001/FPMA","25-Apr-19 22:14:49","25-Apr-19 22:16:31"," 103.00","  94.39"," 91.64","  -43","  959"
"nu20511103001/FPMB","25-Apr-19 22:14:49","25-Apr-19 22:16:31"," 103.00","  93.47"," 90.75","   13","  967"
"nu20511104001/FPMA","25-Apr-19 22:17:18","25-Apr-19 22:18:59"," 102.00","  93.00"," 91.18","  455","  925"
"nu20511104001/FPMB","25-Apr-19 22:17:18","25-Apr-19 22:18:59"," 102.00","  92.22"," 90.41","  495","  986"
"nu20511105001/FPMA","25-Apr-19 22:19:47","25-Apr-19 22:21:26"," 102.00","  93.28"," 91.45","  910","  964"
"nu20511105001/FPMB","25-Apr-19 22:19:46","25-Apr-19 22:21:27"," 102.00","  92.87"," 91.05","  873"," 1011"
"nu20511106001/FPMA","25-Apr-19 22:22:15","25-Apr-19 22:23:55"," 101.00","  91.74"," 90.83","  839","  527"
"nu20511106001/FPMB","25-Apr-19 22:22:15","25-Apr-19 22:23:55"," 101.00","  91.49"," 90.58","  930","  544"
"nu20511107001/FPMA","25-Apr-19 22:24:43","25-Apr-19 22:26:23"," 101.00","  92.28"," 91.37","  355","  569"
"nu20511107001/FPMB","25-Apr-19 22:24:43","25-Apr-19 22:26:23"," 101.00","  91.40"," 90.50","  455","  608"
"nu20511108001/FPMA","25-Apr-19 22:27:11","25-Apr-19 22:28:51"," 101.00","  92.75"," 91.83","  -84","  610"
"nu20511108001/FPMB","25-Apr-19 22:27:12","25-Apr-19 22:28:51"," 101.00","  91.83"," 90.92","  -18","  608"
"nu20511109001/FPMA","25-Apr-19 22:29:40","25-Apr-19 22:31:19"," 100.00","  91.75"," 91.75"," -505","  569"
"nu20511109001/FPMB","25-Apr-19 22:29:40","25-Apr-19 22:31:19"," 100.00","  90.87"," 90.87"," -492","  637"
"nu20511110001/FPMA","25-Apr-19 22:32:08","25-Apr-19 22:33:51"," 104.00","  92.78"," 89.21"," -927","  551"
"nu20511110001/FPMB","25-Apr-19 22:32:08","25-Apr-19 22:33:51"," 104.00","  91.18"," 87.68"," -918","  529"
"nu20511111001/FPMA","25-Apr-19 22:34:37","25-Apr-19 22:36:18"," 103.00","  93.79"," 91.06"," -940","  146"
"nu20511111001/FPMB","25-Apr-19 22:34:37","25-Apr-19 22:36:19"," 103.00","  92.75"," 90.05"," -923","  133"
"nu20511112001/FPMA","25-Apr-19 22:37:05","25-Apr-19 22:38:47"," 103.00","  95.19"," 92.42"," -448","  163"
"nu20511112001/FPMB","25-Apr-19 22:37:05","25-Apr-19 22:38:47"," 103.00","  94.51"," 91.76"," -470","  163"
"nu20511113001/FPMA","25-Apr-19 22:39:34","25-Apr-19 22:41:15"," 103.00","  95.14"," 92.37","    6","  119"
"nu20511113001/FPMB","25-Apr-19 22:39:33","25-Apr-19 22:41:15"," 103.00","  94.22"," 91.48","   43","  126"
"nu20511114001/FPMA","25-Apr-19 22:42:02","25-Apr-19 22:43:43"," 102.00","  93.63"," 91.79","  460","   82"
"nu20511114001/FPMB","25-Apr-19 22:42:02","25-Apr-19 22:43:43"," 102.00","  91.79"," 89.99","  441","   97"
"nu20511115001/FPMA","25-Apr-19 22:44:30","25-Apr-19 22:46:11"," 102.00","  92.29"," 90.48","  844","  116"
"nu20511115001/FPMB","25-Apr-19 22:44:30","25-Apr-19 22:46:11"," 102.00","  90.64"," 88.87","  854","  148"
"nu20511116001/FPMA","25-Apr-19 22:46:59","25-Apr-19 22:48:39"," 101.00","  91.87"," 90.96","  832"," -298"
"nu20511116001/FPMB","25-Apr-19 22:46:59","25-Apr-19 22:48:38"," 101.00","  91.26"," 90.36","  893"," -308"
"nu20511117001/FPMA","25-Apr-19 22:49:27","25-Apr-19 22:51:07"," 101.00","  93.00"," 92.08","  458"," -298"
"nu20511117001/FPMB","25-Apr-19 22:49:27","25-Apr-19 22:51:06"," 101.00","  91.97"," 91.06","  419"," -271"
"nu20511118001/FPMA","25-Apr-19 22:51:56","25-Apr-19 22:53:34"," 101.00","  92.99"," 92.07","    3"," -286"
"nu20511118001/FPMB","25-Apr-19 22:51:56","25-Apr-19 22:53:35"," 101.00","  92.06"," 91.15","   -8"," -242"
"nu20511119001/FPMA","25-Apr-19 22:54:24","25-Apr-19 22:56:03"," 100.00","  92.15"," 92.15"," -458"," -293"
"nu20511119001/FPMB","25-Apr-19 22:54:24","25-Apr-19 22:56:03"," 100.00","  91.53"," 91.53"," -451"," -308"
"nu20511120001/FPMA","25-Apr-19 22:56:53","25-Apr-19 22:58:31"," 100.00","  92.12"," 92.12"," -871"," -318"
"nu20511120001/FPMB","25-Apr-19 22:56:52","25-Apr-19 22:58:31"," 100.00","  91.43"," 91.43"," -893"," -291"
"nu20511121001/FPMA","25-Apr-19 22:59:21","25-Apr-19 23:01:03"," 103.00","  95.34"," 92.56"," -935"," -733"
"nu20511121001/FPMB","25-Apr-19 22:59:21","25-Apr-19 23:01:02"," 103.00","  94.05"," 91.31"," -873"," -709"
"nu20511122001/FPMA","25-Apr-19 23:01:49","25-Apr-19 23:03:31"," 103.00","  94.79"," 92.03"," -426"," -785"
"nu20511122001/FPMB","25-Apr-19 23:01:49","25-Apr-19 23:03:31"," 103.00","  93.66"," 90.93"," -399"," -763"
"nu20511123001/FPMA","25-Apr-19 23:04:17","25-Apr-19 23:05:59"," 103.00","  94.34"," 91.59","  -57"," -770"
"nu20511123001/FPMB","25-Apr-19 23:04:17","25-Apr-19 23:05:59"," 103.00","  93.22"," 90.51","   20"," -758"
"nu20511124001/FPMA","25-Apr-19 23:06:46","25-Apr-19 23:08:27"," 102.00","  93.27"," 91.44","  465"," -785"
"nu20511124001/FPMB","25-Apr-19 23:06:46","25-Apr-19 23:08:27"," 102.00","  91.51"," 89.71","  492"," -750"
"nu20511125001/FPMA","25-Apr-19 23:09:14","25-Apr-19 23:10:46","  93.00","  84.38"," 90.73","  819"," -790"
"nu20511125001/FPMB","25-Apr-19 23:09:14","25-Apr-19 23:10:46","  93.00","  83.70"," 90.00","  876"," -731"
"nu20511201001/FPMA","25-Apr-19 23:47:28","25-Apr-19 23:48:15","  49.00","  44.98"," 91.80"," -834","  982"
"nu20511201001/FPMB","25-Apr-19 23:47:27","25-Apr-19 23:48:15","  49.00","  44.43"," 90.67"," -846","  972"
"nu20511202001/FPMA","25-Apr-19 23:49:01","25-Apr-19 23:50:42"," 103.00","  93.56"," 90.84"," -492","  920"
"nu20511202001/FPMB","25-Apr-19 23:49:02","25-Apr-19 23:50:43"," 103.00","  92.47"," 89.78"," -443","  986"
"nu20511203001/FPMA","25-Apr-19 23:51:29","25-Apr-19 23:53:11"," 103.00","  94.33"," 91.58","  -52","  940"
"nu20511203001/FPMB","25-Apr-19 23:51:29","25-Apr-19 23:53:11"," 103.00","  93.15"," 90.44","   28","  969"
"nu20511204001/FPMA","25-Apr-19 23:53:58","25-Apr-19 23:55:39"," 102.00","  92.79"," 90.97","  438","  903"
"nu20511204001/FPMB","25-Apr-19 23:53:58","25-Apr-19 23:55:39"," 102.00","  91.91"," 90.10","  470","  959"
"nu20511205001/FPMA","25-Apr-19 23:56:27","25-Apr-19 23:58:07"," 102.00","  93.22"," 91.40","  819","  895"
"nu20511205001/FPMB","25-Apr-19 23:56:27","25-Apr-19 23:58:07"," 102.00","  93.09"," 91.26","  868"," 1011"
"nu20511206001/FPMA","25-Apr-19 23:58:55","26-Apr-19 00:00:35"," 101.00","  91.86"," 90.95","  822","  522"
"nu20511206001/FPMB","25-Apr-19 23:58:55","26-Apr-19 00:00:35"," 101.00","  91.55"," 90.64","  839","  605"
"nu20511207001/FPMA","26-Apr-19 00:01:23","26-Apr-19 00:03:03"," 101.00","  91.16"," 90.26","  365","  487"
"nu20511207001/FPMB","26-Apr-19 00:01:24","26-Apr-19 00:03:03"," 101.00","  90.10"," 89.21","  458","  542"
"nu20511208001/FPMA","26-Apr-19 00:03:51","26-Apr-19 00:05:31"," 101.00","  93.05"," 92.13","  -45","  573"
"nu20511208001/FPMB","26-Apr-19 00:03:51","26-Apr-19 00:05:31"," 101.00","  92.19"," 91.28","   25","  593"
"nu20511209001/FPMA","26-Apr-19 00:06:20","26-Apr-19 00:07:59"," 100.00","  91.77"," 91.77"," -485","  510"
"nu20511209001/FPMB","26-Apr-19 00:06:20","26-Apr-19 00:07:59"," 100.00","  90.96"," 90.96"," -426","  628"
"nu20511210001/FPMA","26-Apr-19 00:08:48","26-Apr-19 00:10:31"," 104.00","  93.93"," 90.32"," -937","  517"
"nu20511210001/FPMB","26-Apr-19 00:08:48","26-Apr-19 00:10:31"," 104.00","  91.99"," 88.45"," -903","  546"
"nu20511211001/FPMA","26-Apr-19 00:11:19","26-Apr-19 00:12:59"," 103.00","  94.61"," 91.85"," -962","  129"
"nu20511211001/FPMB","26-Apr-19 00:11:18","26-Apr-19 00:12:59"," 103.00","  93.74"," 91.01"," -915","  161"
"nu20511212001/FPMA","26-Apr-19 00:13:45","26-Apr-19 00:15:27"," 103.00","  95.68"," 92.89"," -480","  114"
"nu20511212001/FPMB","26-Apr-19 00:13:45","26-Apr-19 00:15:27"," 103.00","  94.96"," 92.19"," -478","  141"
"nu20511213001/FPMA","26-Apr-19 00:16:13","26-Apr-19 00:17:55"," 103.00","  95.72"," 92.93","   20","   72"
"nu20511213001/FPMB","26-Apr-19 00:16:13","26-Apr-19 00:17:54"," 103.00","  94.75"," 91.99","   20","  136"
"nu20511214001/FPMA","26-Apr-19 00:18:42","26-Apr-19 00:20:23"," 102.00","  94.07"," 92.23","  362","  104"
"nu20511214001/FPMB","26-Apr-19 00:18:42","26-Apr-19 00:20:22"," 102.00","  92.85"," 91.03","  426","  129"
"nu20511215001/FPMA","26-Apr-19 00:21:10","26-Apr-19 00:22:51"," 102.00","  93.01"," 91.18","  839","  161"
"nu20511215001/FPMB","26-Apr-19 00:21:10","26-Apr-19 00:22:51"," 102.00","  91.50"," 89.70","  873","  138"
"nu20511216001/FPMA","26-Apr-19 00:23:39","26-Apr-19 00:25:19"," 101.00","  92.02"," 91.11","  822"," -298"
"nu20511216001/FPMB","26-Apr-19 00:23:39","26-Apr-19 00:25:19"," 101.00","  91.12"," 90.21","  861"," -278"
"nu20511217001/FPMA","26-Apr-19 00:26:07","26-Apr-19 00:27:47"," 101.00","  92.52"," 91.61","  419"," -274"
"nu20511217001/FPMB","26-Apr-19 00:26:07","26-Apr-19 00:27:46"," 101.00","  91.56"," 90.66","  416"," -251"
"nu20511218001/FPMA","26-Apr-19 00:28:35","26-Apr-19 00:30:15"," 101.00","  92.91"," 91.99","  -15"," -261"
"nu20511218001/FPMB","26-Apr-19 00:28:35","26-Apr-19 00:30:15"," 101.00","  91.78"," 90.87","   13"," -247"
"nu20511219001/FPMA","26-Apr-19 00:31:04","26-Apr-19 00:32:43"," 100.00","  92.36"," 92.36"," -495"," -330"
"nu20511219001/FPMB","26-Apr-19 00:31:04","26-Apr-19 00:32:43"," 100.00","  91.44"," 91.44"," -382"," -247"
"nu20511220001/FPMA","26-Apr-19 00:33:32","26-Apr-19 00:35:11"," 100.00","  92.30"," 92.30"," -886"," -325"
"nu20511220001/FPMB","26-Apr-19 00:33:32","26-Apr-19 00:35:11"," 100.00","  91.41"," 91.41"," -888"," -325"
"nu20511221001/FPMA","26-Apr-19 00:36:01","26-Apr-19 00:37:43"," 103.00","  95.02"," 92.25"," -895"," -748"
"nu20511221001/FPMB","26-Apr-19 00:36:01","26-Apr-19 00:37:43"," 103.00","  94.16"," 91.42"," -839"," -696"
"nu20511222001/FPMA","26-Apr-19 00:38:29","26-Apr-19 00:40:11"," 103.00","  94.98"," 92.22"," -502"," -755"
"nu20511222001/FPMB","26-Apr-19 00:38:29","26-Apr-19 00:40:11"," 103.00","  94.00"," 91.26"," -426"," -721"
"nu20511223001/FPMA","26-Apr-19 00:40:57","26-Apr-19 00:42:39"," 103.00","  94.80"," 92.03","   -1"," -731"
"nu20511223001/FPMB","26-Apr-19 00:40:57","26-Apr-19 00:42:39"," 103.00","  93.50"," 90.78","    8"," -738"
"nu20511224001/FPMA","26-Apr-19 00:43:26","26-Apr-19 00:45:06"," 102.00","  92.45"," 90.63","  414"," -763"
"nu20511224001/FPMB","26-Apr-19 00:43:26","26-Apr-19 00:45:07"," 102.00","  90.78"," 89.00","  473"," -726"
"nu20511225001/FPMA","26-Apr-19 00:45:54","26-Apr-19 00:47:25","  92.00","  83.21"," 90.44","  792"," -777"
"nu20511225001/FPMB","26-Apr-19 00:45:55","26-Apr-19 00:47:25","  92.00","  82.33"," 89.49","  868"," -718"
"nu20511301001/FPMA","26-Apr-19 01:24:06","26-Apr-19 01:24:55","  50.00","  45.69"," 91.38"," -930","  942"
"nu20511301001/FPMB","26-Apr-19 01:24:06","26-Apr-19 01:24:55","  50.00","  45.44"," 90.88"," -859","  991"
"nu20511302001/FPMA","26-Apr-19 01:25:41","26-Apr-19 01:27:23"," 103.00","  92.91"," 90.21"," -497","  923"
"nu20511302001/FPMB","26-Apr-19 01:25:41","26-Apr-19 01:27:23"," 103.00","  92.12"," 89.44"," -475"," 1009"
"nu20511303001/FPMA","26-Apr-19 01:28:09","26-Apr-19 01:29:51"," 103.00","  94.17"," 91.42","  -25","  994"
"nu20511303001/FPMB","26-Apr-19 01:28:09","26-Apr-19 01:29:51"," 103.00","  93.51"," 90.79","  -30"," 1011"
"nu20511304001/FPMA","26-Apr-19 01:30:39","26-Apr-19 01:32:19"," 102.00","  93.40"," 91.56","  401","  967"
"nu20511304001/FPMB","26-Apr-19 01:30:38","26-Apr-19 01:32:19"," 102.00","  92.77"," 90.95","  433"," 1023"
"nu20511305001/FPMA","26-Apr-19 01:33:07","26-Apr-19 01:34:47"," 102.00","  93.84"," 92.00","  841","  947"
"nu20511305001/FPMB","26-Apr-19 01:33:07","26-Apr-19 01:34:47"," 102.00","  93.20"," 91.37","  883","  999"
"nu20511306001/FPMA","26-Apr-19 01:35:35","26-Apr-19 01:37:15"," 101.00","  92.21"," 91.30","  878","  598"
"nu20511306001/FPMB","26-Apr-19 01:35:36","26-Apr-19 01:37:15"," 101.00","  91.51"," 90.60","  905","  608"
"nu20511307001/FPMA","26-Apr-19 01:38:03","26-Apr-19 01:39:43"," 101.00","  92.38"," 91.47","  414","  564"
"nu20511307001/FPMB","26-Apr-19 01:38:03","26-Apr-19 01:39:43"," 101.00","  91.42"," 90.52","  485","  608"
"nu20511308001/FPMA","26-Apr-19 01:40:31","26-Apr-19 01:42:11"," 101.00","  92.77"," 91.85","  -77","  566"
"nu20511308001/FPMB","26-Apr-19 01:40:31","26-Apr-19 01:42:11"," 101.00","  91.87"," 90.96","  -47","  632"
"nu20511309001/FPMA","26-Apr-19 01:43:00","26-Apr-19 01:44:39"," 100.00","  91.04"," 91.04"," -485","  554"
"nu20511309001/FPMB","26-Apr-19 01:43:00","26-Apr-19 01:44:39"," 100.00","  90.16"," 90.16"," -406","  605"
"nu20511310001/FPMA","26-Apr-19 01:45:29","26-Apr-19 01:47:11"," 104.00","  92.99"," 89.41"," -932","  522"
"nu20511310001/FPMB","26-Apr-19 01:45:28","26-Apr-19 01:47:11"," 104.00","  90.90"," 87.41"," -871","  561"
"nu20511311001/FPMA","26-Apr-19 01:47:57","26-Apr-19 01:49:39"," 103.00","  92.52"," 89.83"," -915","  104"
"nu20511311001/FPMB","26-Apr-19 01:47:57","26-Apr-19 01:49:39"," 103.00","  91.59"," 88.92"," -895","   43"
"nu20511312001/FPMA","26-Apr-19 01:50:25","26-Apr-19 01:52:07"," 103.00","  95.44"," 92.66"," -561","   79"
"nu20511312001/FPMB","26-Apr-19 01:50:25","26-Apr-19 01:52:07"," 103.00","  94.83"," 92.07"," -453","  121"
"nu20511313001/FPMA","26-Apr-19 01:52:53","26-Apr-19 01:54:35"," 103.00","  95.38"," 92.60","  -50","  104"
"nu20511313001/FPMB","26-Apr-19 01:52:53","26-Apr-19 01:54:34"," 103.00","  94.21"," 91.46","   35","  141"
"nu20511314001/FPMA","26-Apr-19 01:55:23","26-Apr-19 01:57:03"," 102.00","  94.24"," 92.39","  369","   65"
"nu20511314001/FPMB","26-Apr-19 01:55:24","26-Apr-19 01:57:03"," 102.00","  92.83"," 91.01","  480","  129"
"nu20511315001/FPMA","26-Apr-19 01:57:50","26-Apr-19 01:59:31"," 102.00","  92.74"," 90.92","  891","  121"
"nu20511315001/FPMB","26-Apr-19 01:57:50","26-Apr-19 01:59:31"," 102.00","  91.24"," 89.45","  876","  143"
"nu20511316001/FPMA","26-Apr-19 02:00:19","26-Apr-19 02:01:58"," 101.00","  92.69"," 91.78","  866"," -266"
"nu20511316001/FPMB","26-Apr-19 02:00:19","26-Apr-19 02:01:59"," 101.00","  90.95"," 90.05","  883"," -283"
"nu20511317001/FPMA","26-Apr-19 02:02:47","26-Apr-19 02:04:27"," 101.00","  93.00"," 92.08","  409"," -308"
"nu20511317001/FPMB","26-Apr-19 02:02:47","26-Apr-19 02:04:27"," 101.00","  91.87"," 90.96","  446"," -313"
"nu20511318001/FPMA","26-Apr-19 02:05:15","26-Apr-19 02:06:55"," 101.00","  43.35"," 42.92"," -111"," -227"
"nu20511318001/FPMB","26-Apr-19 02:05:15","26-Apr-19 02:06:55"," 101.00","  52.30"," 51.78","  -62"," -217"
"nu20511319001/FPMA","26-Apr-19 02:07:44","26-Apr-19 02:09:23"," 100.00","  58.44"," 58.44"," -369"," -205"
"nu20511319001/FPMB","26-Apr-19 02:07:44","26-Apr-19 02:09:23"," 100.00","  50.44"," 50.44"," -340"," -175"
"nu20511320001/FPMA","26-Apr-19 02:10:12","26-Apr-19 02:11:51"," 100.00","  89.96"," 89.96"," -814"," -249"
"nu20511320001/FPMB","26-Apr-19 02:10:12","26-Apr-19 02:11:51"," 100.00","  87.49"," 87.49"," -777"," -259"
"nu20511321001/FPMA","26-Apr-19 02:12:41","26-Apr-19 02:14:23"," 103.00","  94.78"," 92.02"," -834"," -709"
"nu20511321001/FPMB","26-Apr-19 02:12:41","26-Apr-19 02:14:23"," 103.00","  93.69"," 90.96"," -832"," -696"
"nu20511322001/FPMA","26-Apr-19 02:15:09","26-Apr-19 02:16:51"," 103.00","  94.97"," 92.21"," -448"," -709"
"nu20511322001/FPMB","26-Apr-19 02:15:09","26-Apr-19 02:16:51"," 103.00","  94.12"," 91.38"," -436"," -726"
"nu20511323001/FPMA","26-Apr-19 02:17:37","26-Apr-19 02:19:19"," 103.00","  94.96"," 92.19","  -55"," -726"
"nu20511323001/FPMB","26-Apr-19 02:17:37","26-Apr-19 02:19:19"," 103.00","  94.00"," 91.27","   47"," -699"
"nu20511324001/FPMA","26-Apr-19 02:20:07","26-Apr-19 02:21:47"," 102.00","  92.82"," 91.00","  426"," -733"
"nu20511324001/FPMB","26-Apr-19 02:20:07","26-Apr-19 02:21:47"," 102.00","  91.29"," 89.50","  460"," -704"
"nu20511325001/FPMA","26-Apr-19 02:22:34","26-Apr-19 02:24:04","  91.00","  82.55"," 90.71","  836"," -755"
"nu20511325001/FPMB","26-Apr-19 02:22:34","26-Apr-19 02:24:04","  91.00","  81.79"," 89.88","  905"," -731"
"nu20511401001/FPMA","26-Apr-19 03:00:46","26-Apr-19 03:01:35","  50.00","  45.76"," 91.51"," -969"," 1009"
"nu20511401001/FPMB","26-Apr-19 03:00:46","26-Apr-19 03:01:35","  50.00","  45.32"," 90.63"," -886"," 1021"
"nu20511402001/FPMA","26-Apr-19 03:02:22","26-Apr-19 03:04:03"," 103.00","  93.18"," 90.47"," -500","  915"
"nu20511402001/FPMB","26-Apr-19 03:02:21","26-Apr-19 03:04:03"," 103.00","  92.26"," 89.57"," -468"," 1009"
"nu20511403001/FPMA","26-Apr-19 03:04:49","26-Apr-19 03:06:31"," 103.00","  94.35"," 91.60","  -30","  940"
"nu20511403001/FPMB","26-Apr-19 03:04:49","26-Apr-19 03:06:31"," 103.00","  93.47"," 90.74","    8"," 1023"
"nu20511404001/FPMA","26-Apr-19 03:07:18","26-Apr-19 03:08:58"," 102.00","  93.25"," 91.43","  411","  954"
"nu20511404001/FPMB","26-Apr-19 03:07:18","26-Apr-19 03:08:59"," 102.00","  92.74"," 90.92","  465"," 1031"
"nu20511405001/FPMA","26-Apr-19 03:09:46","26-Apr-19 03:11:27"," 102.00","  93.85"," 92.01","  864","  974"
"nu20511405001/FPMB","26-Apr-19 03:09:46","26-Apr-19 03:11:27"," 102.00","  93.36"," 91.53","  908"," 1048"
"nu20511406001/FPMA","26-Apr-19 03:12:15","26-Apr-19 03:13:54"," 101.00","  92.06"," 91.15","  800","  532"
"nu20511406001/FPMB","26-Apr-19 03:12:15","26-Apr-19 03:13:55"," 101.00","  91.57"," 90.66","  856","  598"
"nu20511407001/FPMA","26-Apr-19 03:14:43","26-Apr-19 03:16:23"," 101.00","  92.67"," 91.75","  419","  522"
"nu20511407001/FPMB","26-Apr-19 03:14:43","26-Apr-19 03:16:23"," 101.00","  91.77"," 90.86","  419","  610"
"nu20511408001/FPMA","26-Apr-19 03:17:11","26-Apr-19 03:18:51"," 101.00","  93.15"," 92.23","   50","  588"
"nu20511408001/FPMB","26-Apr-19 03:17:12","26-Apr-19 03:18:51"," 101.00","  92.11"," 91.20","    8","  628"
"nu20511409001/FPMA","26-Apr-19 03:19:40","26-Apr-19 03:21:19"," 100.00","  92.24"," 92.24"," -470","  532"
"nu20511409001/FPMB","26-Apr-19 03:19:40","26-Apr-19 03:21:19"," 100.00","  91.05"," 91.05"," -451","  527"
"nu20511410001/FPMA","26-Apr-19 03:22:08","26-Apr-19 03:23:51"," 104.00","  94.71"," 91.06"," -908","  475"
"nu20511410001/FPMB","26-Apr-19 03:22:08","26-Apr-19 03:23:51"," 104.00","  91.94"," 88.40"," -937","  561"
"nu20511411001/FPMA","26-Apr-19 03:24:37","26-Apr-19 03:26:19"," 103.00","  94.78"," 92.02"," -937","  129"
"nu20511411001/FPMB","26-Apr-19 03:24:37","26-Apr-19 03:26:19"," 103.00","  93.59"," 90.86"," -886","  163"
"nu20511412001/FPMA","26-Apr-19 03:27:05","26-Apr-19 03:28:47"," 103.00","  95.47"," 92.69"," -514","  138"
"nu20511412001/FPMB","26-Apr-19 03:27:05","26-Apr-19 03:28:47"," 103.00","  94.90"," 92.13"," -448","  121"
"nu20511413001/FPMA","26-Apr-19 03:29:33","26-Apr-19 03:31:15"," 103.00","  95.58"," 92.79","   -1","  129"
"nu20511413001/FPMB","26-Apr-19 03:29:33","26-Apr-19 03:31:15"," 103.00","  94.86"," 92.10","    1","  138"
"nu20511414001/FPMA","26-Apr-19 03:32:03","26-Apr-19 03:33:43"," 102.00","  94.73"," 92.87","  384","  111"
"nu20511414001/FPMB","26-Apr-19 03:32:02","26-Apr-19 03:33:42"," 102.00","  93.73"," 91.89","  455","  180"
"nu20511415001/FPMA","26-Apr-19 03:34:30","26-Apr-19 03:36:11"," 102.00","  93.21"," 91.38","  849","  126"
"nu20511415001/FPMB","26-Apr-19 03:34:30","26-Apr-19 03:36:11"," 102.00","  91.42"," 89.63","  900","  146"
"nu20511416001/FPMA","26-Apr-19 03:36:59","26-Apr-19 03:38:39"," 101.00","  92.70"," 91.79","  841"," -308"
"nu20511416001/FPMB","26-Apr-19 03:36:59","26-Apr-19 03:38:39"," 101.00","  91.24"," 90.34","  856"," -261"
"nu20511417001/FPMA","26-Apr-19 03:39:27","26-Apr-19 03:41:07"," 101.00","  93.67"," 92.74","  401"," -320"
"nu20511417001/FPMB","26-Apr-19 03:39:27","26-Apr-19 03:41:07"," 101.00","  92.60"," 91.68","  453"," -256"
"nu20511418001/FPMA","26-Apr-19 03:41:55","26-Apr-19 03:43:34"," 101.00","  93.99"," 93.06","    1"," -340"
"nu20511418001/FPMB","26-Apr-19 03:41:55","26-Apr-19 03:43:35"," 101.00","  92.71"," 91.79","  -11"," -310"
"nu20511419001/FPMA","26-Apr-19 03:44:24","26-Apr-19 03:46:03"," 100.00","  92.70"," 92.70"," -433"," -345"
"nu20511419001/FPMB","26-Apr-19 03:44:24","26-Apr-19 03:46:03"," 100.00","  91.95"," 91.95"," -448"," -259"
"nu20511420001/FPMA","26-Apr-19 03:46:52","26-Apr-19 03:48:31"," 100.00","  92.78"," 92.78"," -898"," -320"
"nu20511420001/FPMB","26-Apr-19 03:46:52","26-Apr-19 03:48:31"," 100.00","  91.76"," 91.76"," -893"," -249"
"nu20511421001/FPMA","26-Apr-19 03:49:21","26-Apr-19 03:51:03"," 103.00","  95.60"," 92.81"," -849"," -750"
"nu20511421001/FPMB","26-Apr-19 03:49:21","26-Apr-19 03:51:03"," 103.00","  94.49"," 91.73"," -888"," -721"
"nu20511422001/FPMA","26-Apr-19 03:51:49","26-Apr-19 03:53:31"," 103.00","  95.05"," 92.28"," -519"," -750"
"nu20511422001/FPMB","26-Apr-19 03:51:49","26-Apr-19 03:53:31"," 103.00","  94.61"," 91.85"," -436"," -723"
"nu20511423001/FPMA","26-Apr-19 03:54:17","26-Apr-19 03:55:59"," 103.00","  95.08"," 92.32","  -28"," -787"
"nu20511423001/FPMB","26-Apr-19 03:54:17","26-Apr-19 03:55:59"," 103.00","  94.01"," 91.27","   18"," -760"
"nu20511424001/FPMA","26-Apr-19 03:56:46","26-Apr-19 03:58:27"," 102.00","  92.92"," 91.09","  448"," -711"
"nu20511424001/FPMB","26-Apr-19 03:56:46","26-Apr-19 03:58:27"," 102.00","  91.38"," 89.59","  500"," -733"
"nu20511425001/FPMA","26-Apr-19 03:59:14","26-Apr-19 04:00:43","  90.00","  81.43"," 90.48","  836"," -760"
"nu20511425001/FPMB","26-Apr-19 03:59:14","26-Apr-19 04:00:43","  90.00","  80.92"," 89.91","  878"," -726"
